TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_VL_LIQUIDEZ_0;TAB_X_VL_LIQUIDEZ_30;TAB_X_VL_LIQUIDEZ_60;TAB_X_VL_LIQUIDEZ_90;TAB_X_VL_LIQUIDEZ_180;TAB_X_VL_LIQUIDEZ_360;TAB_X_VL_LIQUIDEZ_MAIOR_360
Classe;56.073.212/0001-53;EVEREST TRACKER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.095.121/0001-19;HUNTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2025-06-30;348432.77;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.112.240/0001-32;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AUTO GWM - RESPONSABILIDADE LIMITADA;2025-06-30;53345601.67;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.112.269/0001-14;BTG PACTUAL CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.112.404/0001-21;CREDIT SAISON FI EM COTAS DE FUNDOS DE INVEST EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.125.110/0001-34;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NXCO - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.125.191/0001-72;IMOB RS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;3884632.87;525493.00;564748.00;506728.00;1678382.00;2723956.00;28432252.00
Classe;56.147.999/0001-50;PRIORITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.154.338/0001-52;KUARÁ ORIZ LSN I FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NP RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.190.298/0001-02;PJBANK PAGAMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;53517670.69;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.197.290/0001-60;SMT AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.213.199/0001-90;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS UNIBLUE INVESTCOOP;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.240.777/0001-88;EXAG FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.264.671/0001-14;ORIZ ALBRIGHT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;19439164.77;0.00;0.00;0.00;0.00;0.00;28824835.15
Classe;56.265.097/0001-19;ORIZ JUS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.266.633/0001-09;ST 1013 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.267.236/0001-43;CHAMONIX HIGH YIELD FUNDO DE  INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA;2025-06-30;15398762.37;8423245.47;0.00;3934080.42;0.00;0.00;4003618.09
Classe;56.284.148/0001-50;CSE BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;49820.70;5225075.48;4183320.20;1033099.28;0.00;0.00;0.00
Classe;56.285.762/0001-36;051 CRÉDITO 90 FI EM COTAS DE FUNDOS DE INVEST EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.320.097/0001-74;VERAXS THERAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO DE RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.321.885/0001-85;GONN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.322.644/0001-50;REVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;111578.65;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.348.388/0001-70;JUSTOO CRÉDITO JUDICIAL PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1226243.61;0.00;0.00;0.00;0.00;0.00;8245223.52
Classe;56.415.135/0001-72;ITAÚ CRÉDITO ESTRUTURADO DOLOMITAS I FIDC - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.425.776/0001-08;JIVE BOSSANOVA HIGH  YIELD PFN II - FIC DE FIDC RESPONSABILIDADE LIMITADA;2025-06-30;63876621.96;0.00;0.00;0.00;0.00;0.00;14682395.64
Classe;56.431.135/0001-66;CREDGAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;56550.99;868595.96;71462.01;29111.59;31727.18;0.00;48864.85
Classe;56.431.951/0001-70;BRADESCO MID YIELD FIC DE FIDC - RESPONSABILIDADE LIMITADA;2025-06-30;32752506.37;471935.43;0.00;0.00;0.00;10257.41;0.00
Classe;56.544.469/0001-46;CREDIT RESTRUCTURING II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.660.547/0001-78;JC7 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.661.282/0001-22;VENTURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.661.864/0001-09;CAPIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;9878.43;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.703.001/0001-57;CRÉDITO AZUL FIC DE FIDC - RESPONSABILIDADE LIMITADA;2025-06-30;28909779.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.730.030/0001-08;MASTER LEPTA NP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;6039.60;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.745.579/0001-76;CBSB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;9673647.35;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.745.955/0001-22;SYNERGIE HRV FIDC DE RESPONSABILIDADE LIMITADA DOS SEGMENTOS COMERCIAL, FINANCEIRO E INDUSTRIAL;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.746.022/0001-50;BJ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;723.16;2170019.94;1311405.84;1236781.74;1549011.46;0.00;1068303.90
Classe;56.769.153/0001-52;NOVA PROSPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;2663462.52;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.780.135/0001-71;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL IV;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.780.221/0001-84;CLASSE ÚNICA DE COTAS DO ST 1014 FIDC RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.780.297/0001-00;ST 1015.A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.797.968/0001-45;PJUS ABETO FIDC DE PRECATÓRIOS FEDERAIS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.805.661/0001-49;PJUS COBALTO FIDC DE PRECATÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.806.049/0001-90;KINEA AGRO INCOME FIAGRO DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.806.240/0001-32;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EXT WARREN I DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.822.599/0001-01;DAY MAXX 4 FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.822.910/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO II RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.823.028/0001-83;CLASSE ÚNICA DE COTAS DO CLUBE DO VALOR SELEÇÃO CRÉDITO ESTRUTURADO FIC DE FIDC RESP LIMITADA;2025-06-30;3720850.83;5167712.68;0.00;1029715.36;0.00;0.00;0.00
Classe;56.823.795/0001-92;RHB CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.834.392/0001-49;RAT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.844.535/0001-01;SARFATY CRÉDITO CORPORATIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;41200397.11;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.844.622/0001-50;TITANIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;9979274.90;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.883.223/0001-07;LEX CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.886.293/0001-00;ATHENAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.908.218/0001-01;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FAST FASHION SUPPLY CHAIN;2025-06-30;1465.68;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.912.548/0001-62;W INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;686561.16;675996.42;771820.65;696694.80;1709956.24;1014126.77;384400.32
Classe;56.924.025/0001-36;ASA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS 90 II RESP LIM;2025-06-30;2811402.56;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.924.942/0001-10;ASA LP II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIM;2025-06-30;14615028.04;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.935.925/0001-89;JGP CRÉDITO HY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;7603675.78;9010258.98;9292440.60;9466895.78;10118644.42;10501613.70;13015088.30
Classe;56.936.116/0001-91;FATOR TARKEN FIAGRO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.938.161/0001-85;PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;2119854.86;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.944.509/0001-47;LC JUD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;8000010.64
Classe;56.945.961/0001-23;VANTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;7022.22;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.963.951/0001-10;AGRO DEFENDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;23377500.19;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.964.123/0001-05;CAVORETTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.971.420/0001-70;ATIVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA ABERTA;2025-06-30;403170.66;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.972.378/0001-01;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PFN MT III RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.972.917/0001-02;VIP FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.973.069/0001-56;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA ABERTO UR;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.973.257/0001-84;DOMUS OCTANTE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.973.948/0001-88;TORONTO FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.975.898/0001-78;ESQUADRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.977.387/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MP - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.984.405/0001-66;STARKE 90 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.986.018/0001-69;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS KANAL;2025-06-30;9371097.02;12884771.14;9220263.04;1449183.91;0.00;0.00;0.00
Classe;56.992.610/0001-73;VINCI CRÉDITO PORTFÓLIO CDI+ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;56.993.592/0001-44;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MAR AZUL - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.008.828/0001-03;KUARÁ GS2 IGSC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.017.012/0001-46;MABC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.025.352/0001-19;M7 CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-RESP LIM;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.028.406/0001-08;IS GREEN SOLFÁCIL VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;25277658.02;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.037.064/0001-84;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NMPA - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.041.943/0001-80;CREDICAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2025-06-30;701305.67;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.053.395/0001-08;AGROCANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;1022735.38;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.074.057/0001-52;MOVE BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.074.997/0001-41;4 ILHAS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;311711.35;21881398.16;14483449.04;8021676.47;9344208.82;1473865.28;3872432.33
Classe;57.075.945/0001-90;SPILIA INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.076.795/0001-39;ÉXES CARAJÁ FI NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - FIAGRO - DIREITOS CREDITÓRIOS RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.088.244/0001-95;CENTRO SUL CONCESSOES FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.088.363/0001-48;NORTE SANEAMENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.088.482/0001-09;VCA FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;4186452.60;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.088.975/0001-30;MONTE SIÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.090.601/0001-50;MACCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.107.628/0001-08;GTCS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.117.669/0001-85;PAINITE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.127.130/0001-07;HBCJ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;492532.76;1277.00;356.00;0.00;1431.00;1279.00;6112.00
Classe;57.131.490/0001-82;PONTO RURAL FIAGRO RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.133.534/0001-03;JIF INFRA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PRIVADO;2025-06-30;18838956.27;0.00;0.00;0.00;5879195.85;0.00;37458483.65
Classe;57.139.003/0001-28;IMPACTO ROXO FIDC DE PRECATÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.140.603/0001-06;CORUJA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;38549.21;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.153.497/0001-03;ITHAKA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.182.268/0001-09;CONECTEPAG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.182.384/0001-28;FUTURA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.182.898/0001-83;COPOBRAS FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA RECEBÍVEIS COME;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.183.411/0001-87;SPECIALE PLGN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.185.833/0001-91;PLGN LGCY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.186.320/0001-03;JC LOKI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.187.234/0001-07;CONCEITO INSUMOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - RESP LIMITADA;2025-06-30;0.00;19211738.00;67891.98;33506396.36;2568232.25;2034175.35;0.00
Classe;57.191.922/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TERRAMAGNA - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.204.749/0001-78;MULTIMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;816191.34;16749330.19;8418000.44;7383686.38;2663483.25;0.00;2574786.74
Classe;57.213.448/0001-00;MISSÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;23435073.92;19157019.95;17905141.58;15963171.01;31533621.94;11582791.61;296052.04
Classe;57.213.492/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CONSÓRCIOS CONSORCIEI III RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.223.832/0001-94;IRLANDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.224.939/0001-57;VCTEX CL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;1576496.74;3051585.00;3095354.00;3009553.00;7722783.00;14125298.00;58173243.00
Classe;57.246.541/0001-11;ZTIRAH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.251.224/0001-93;FORTE AGRO INSUMOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO RESP LIMITADA;2025-06-30;0.00;38546.78;0.00;6922161.42;4019384.66;89628.76;0.00
Classe;57.258.316/0001-03;CUB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS CRÉDITO IMOBILIÁRIO;2025-06-30;203993.96;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.259.989/0001-70;TRÊS TENTOS FIAGRO RESPONSABILIDADE LIMITADA;2025-06-30;0.00;5469032.10;1272991.89;30458506.88;0.00;0.00;0.00
Classe;57.268.846/0001-24;FANGIO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;5870.56;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.269.975/0001-37;TERPSÍCORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;4871.55;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.270.081/0001-67;HAKKINEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1661.89;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.270.666/0001-87;MOBILITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;332189.54;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.271.402/0001-48;ROOT CAPITAL FIGUEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.283.589/0001-08;AXIOS NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;991986.56;0.00;0.00;0.00;0.00;12043491.73;38743958.84
Classe;57.284.265/0001-86;METROPOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.284.621/0001-61;BIAJU FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;352.27;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.300.010/0001-60;LB I FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;203842.05;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.310.139/0001-59;LC III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;57.325.152/0001-81;MAX 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
