TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;CLASSE_UNICA;CNPJ_ADMIN;ADMIN;CLASSE;CNPJ_CLASSE;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;PRAZO_CONVERSAO_COTA;TP_PRAZO_CONVERSAO_COTA;PRAZO_PAGTO_RESGATE;TP_PRAZO_PAGTO_RESGATE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2A12_CPF_CNPJ_CEDENTE_1;TAB_I2A12_PR_CEDENTE_1;TAB_I2A12_CPF_CNPJ_CEDENTE_2;TAB_I2A12_PR_CEDENTE_2;TAB_I2A12_CPF_CNPJ_CEDENTE_3;TAB_I2A12_PR_CEDENTE_3;TAB_I2A12_CPF_CNPJ_CEDENTE_4;TAB_I2A12_PR_CEDENTE_4;TAB_I2A12_CPF_CNPJ_CEDENTE_5;TAB_I2A12_PR_CEDENTE_5;TAB_I2A12_CPF_CNPJ_CEDENTE_6;TAB_I2A12_PR_CEDENTE_6;TAB_I2A12_CPF_CNPJ_CEDENTE_7;TAB_I2A12_PR_CEDENTE_7;TAB_I2A12_CPF_CNPJ_CEDENTE_8;TAB_I2A12_PR_CEDENTE_8;TAB_I2A12_CPF_CNPJ_CEDENTE_9;TAB_I2A12_PR_CEDENTE_9;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_VL_CRED_VENC_AD;TAB_I2B2_VL_CRED_VENC_INAD;TAB_I2B21_VL_TOTAL_PARCELA_INAD;TAB_I2B3_VL_CRED_INAD;TAB_I2B4_VL_CRED_DIRCRED_PERFM;TAB_I2B5_VL_CRED_VENCIDO_PENDENTE;TAB_I2B6_VL_CRED_EMP_RECUP;TAB_I2B7_VL_CRED_RECEITA_PUBLICA;TAB_I2B8_VL_CRED_ACAO_JUDIC;TAB_I2B9_VL_CRED_FATOR_RISCO;TAB_I2B10_VL_CRED_DIVERSO;TAB_I2B11_VL_REDUCAO_RECUP;TAB_I2B12_CPF_CNPJ_CEDENTE_1;TAB_I2B12_PR_CEDENTE_1;TAB_I2B12_CPF_CNPJ_CEDENTE_2;TAB_I2B12_PR_CEDENTE_2;TAB_I2B12_CPF_CNPJ_CEDENTE_3;TAB_I2B12_PR_CEDENTE_3;TAB_I2B12_CPF_CNPJ_CEDENTE_4;TAB_I2B12_PR_CEDENTE_4;TAB_I2B12_CPF_CNPJ_CEDENTE_5;TAB_I2B12_PR_CEDENTE_5;TAB_I2B12_CPF_CNPJ_CEDENTE_6;TAB_I2B12_PR_CEDENTE_6;TAB_I2B12_CPF_CNPJ_CEDENTE_7;TAB_I2B12_PR_CEDENTE_7;TAB_I2B12_CPF_CNPJ_CEDENTE_8;TAB_I2B12_PR_CEDENTE_8;TAB_I2B12_CPF_CNPJ_CEDENTE_9;TAB_I2B12_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C5_VL_COTA_FIF;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I2_DEBENTURE_CRI;TAB_I2_COTA_FIDC;TAB_I2_VL_OUTRO_ATIVO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
Classe;47.463.387/0001-86;SOLDI FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;SOLDI FIDC NP  SUBORDINADA;47463387000186;ABERTO;N;N;0;DIAS ÚTEIS;1;DIAS ÚTEIS;15489317.57;23351.32;14307810.23;2647430.56;2582718.69;64711.87;6046.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;36376804000137;11.04;;;;;;;;;;;;;;;;;11149442.28;9522112.44;1895108.70;690139.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;267778.86;36376804000137;57.70;18384762000285;16.02;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;510937.39;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1158156.02;1158156.01;0.01
Classe;47.463.389/0001-75;LEXIS II FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;LEXIS II FIDC NP;47463389000175;FECHADO;N;N;;;;;89312510.69;2951.58;89291949.55;72647478.86;65521702.00;7125776.86;1417339.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;12258173000193;50.76;30953820653;15.70;;;;;;;;;;;;;;;10998079.89;10998079.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;12258173000193;12.32;;;;;;;;;;;;;;;;;5427732.92;0.00;0.00;0.00;0.00;;5427732.92;0.00;218657.88;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17609.56;17609.56;0.00
Classe;47.463.397/0001-11;ARTESANAL CONSIGNADO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITA;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;ARTESANAL CONSIGNADO PRIVADO FIDC  SUBORDINADA;47463397000111;ABERTO;N;N;0;DIAS ÚTEIS;1;DIAS ÚTEIS;40873262.59;147030.19;40703496.11;39909884.82;33730538.29;14323853.73;5879687.82;4256382.79;0.00;0.00;0.00;0.00;0.00;0.00;;12400889.99;18188384000183;126.31;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;657908.05;0.00;0.00;0.00;0.00;;657908.05;0.00;135703.24;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22736.29;22736.29;0.00
Classe;47.463.403/0001-30;ARTESANAL CP AUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;ARTESANAL CP BOLETO FIDC;47463403000130;ABERTO;N;N;0;DIAS ÚTEIS;1;DIAS ÚTEIS;45087709.81;915021.71;44149913.63;43232891.74;16838765.48;59965502.71;36311365.33;109462447.61;0.00;2395.54;0.00;0.00;0.00;0.00;;143033824.06;18188384000183;420.10;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;714560.89;0.00;0.00;0.00;0.00;;714560.89;0.00;202461.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22774.47;22774.47;0.00
Classe;47.463.408/0001-63;G5 DOCAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;G5 DOCAS FIDC  SUBORDINADA;47463408000163;FECHADO;N;N;;;;;106345354.28;93.65;106319830.25;101445983.59;101445983.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;4857051.04;0.00;0.00;0.00;0.00;;4857051.04;0.00;16795.62;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25430.38;25430.38;0.00
Classe;47.466.676/0001-39;ARTESANAL CDC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;ARTESANAL CDC FIDC  SUBORDINADA;47466676000139;ABERTO;N;N;0;DIAS ÚTEIS;1;DIAS ÚTEIS;44494253.65;129632.46;44226433.47;43265124.45;13345211.30;36650374.91;10589530.72;11089545.94;0.00;0.00;0.00;0.00;0.00;0.00;;17820007.70;18188384000183;134.77;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;756678.65;0.00;0.00;0.00;0.00;;756678.65;0.00;204630.37;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;138187.72;138187.72;0.00
Classe;47.542.777/0001-41;E-JUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;E JUS FIDC NP;47542777000141;FECHADO;N;N;;;;;23981912.87;1906793.87;22053213.52;1867759.13;1867759.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;18859887.95;18859887.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;54589341000173;15.06;42838891000108;13.53;63931028887;10.42;;;;;;;;;;;;;1325566.44;0.00;0.00;0.00;0.00;;1325566.44;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21905.48;21905.48;0.00
Classe;47.629.727/0001-04;CORES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;34.829.992/0001-86;CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;47629727000104;FECHADO;S;N;;;;;70969373.18;9582.00;64737946.42;63992595.53;63992595.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;8509248000194;91.03;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;693983.68;0.00;0.00;0.00;0.00;;693983.68;0.00;50197.21;0.00;0.00;0.00;1170.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6221844.76;6474.91;6215369.85
Classe;47.640.584/0001-23;SOL AGORA GREEN ESG FIDC IS SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA;2025-06-30;S;45.246.410/0001-55;BANCO GENIAL S.A.;;47640584000123;FECHADO;N;N;;;;;391085155.32;68564.07;372188721.33;360832950.76;363347145.81;0.00;0.00;4356451.20;0.00;0.00;0.00;0.00;0.00;0.00;;6870646.25;34337707000100;1.07;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;11355770.57;0.00;0.00;0.00;0.00;;11355770.57;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;4505604.48;0.00;0.00;0.00;4505604.48;0.00;0.00;14322265.44;14322265.44;0.00
Classe;47.640.619/0001-24;BANQI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;45.246.410/0001-55;BANCO GENIAL S.A.;;47640619000124;FECHADO;N;N;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;30723871000102;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.669.160/0001-91;XAMA! FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;S;40.434.681/0001-10;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;47669160000191;FECHADO;N;N;;;;;1273281.70;40081.34;1233242.36;977261.07;977261.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;02251268189;66.89;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;223661.69;0.00;0.00;0.00;0.00;;223661.69;0.00;32319.60;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-42.00;-42.00;0.00
Classe;47.669.200/0001-03;FERT-AGRO FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;S;40.434.681/0001-10;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;47669200000103;ABERTO;N;N;;;;;129381888.24;456388.13;128925500.11;122222939.74;122222939.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;14031191000163;94.49;;;;;;;;;;;;;;;;;963680.75;963680.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;5698795.42;0.00;0.00;0.00;0.00;;5698795.42;0.00;40084.20;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.669.241/0001-91;FIGURATI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;S;40.434.681/0001-10;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;47669241000191;ABERTO;N;N;;;;;2350540.02;104332.69;2206953.65;901046.31;1805559.92;0.00;0.00;496011.87;0.00;0.00;1372231.93;0.00;0.00;0.00;;1400525.48;61578183000464;65.63;38264332000156;13.05;00000000000000;11.96;29082759000142;11.70;;;;;;;;;;;1139186.19;1139186.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;10946935000119;22.87;;;;;;;;;;;;;;;;;150687.47;0.00;0.00;0.00;0.00;;150687.47;0.00;16033.68;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;39253.68;39253.68;0.00
Classe;47.669.281/0001-33;AGAZZII FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO-PADRONIZADOS;2025-06-30;S;40.434.681/0001-10;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;47669281000133;FECHADO;N;N;;;;;6127086.53;10157.07;5823614.41;3150407.30;4475760.79;0.00;0.00;2048247.59;0.00;2827.90;0.00;0.00;0.00;0.00;;3373601.08;42299306000130;112.11;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;2158659.39;0.00;0.00;0.00;0.00;;2158659.39;0.00;0.00;0.00;0.00;0.00;514547.72;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;293315.05;293315.05;0.00
Classe;47.669.306/0001-07;TANGUÁ FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-06-30;S;40.434.681/0001-10;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;47669306000107;ABERTO;N;N;;;;;5850001.98;839.24;5849162.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;29865.11;0.00;0.00;0.00;0.00;;29865.11;0.00;0.00;0.00;0.00;0.00;5819297.63;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.669.805/0001-96;GONN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;S;45.246.410/0001-55;BANCO GENIAL S.A.;;47669805000196;FECHADO;N;N;;;;;1261560611.50;31243005.61;1230234592.25;1188037957.27;1271628905.21;0.00;0.00;91431067.86;0.00;0.00;0.00;0.00;0.00;0.00;;175022015.80;32402502000135;1.03;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;40030000.00;0.00;0.00;0.00;0.00;;40030000.00;0.00;2166634.98;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;83013.64;83013.64;0.00
Classe;47.698.957/0001-17;FATOR HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;47698957000117;ABERTO;N;N;1;DIAS ÚTEIS;0;DIAS ÚTEIS;28276395.54;0.00;28268017.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;7414944.47;7414944.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;12607207.25;5211430.25;7395777.00;0.00;0.00;;0.00;0.00;419890.49;0.00;3168443.82;0.00;4657531.28;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8378.23;8378.23;0.00
Classe;47.731.522/0001-27;JMP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;40.434.681/0001-10;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;47731522000127;ABERTO;N;N;;;;;13405165.04;0.00;13405165.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;50.17;0.00;0.00;0.00;0.00;;50.17;0.00;0.00;0.00;0.00;0.00;13405114.87;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;47.756.191/0001-80;FATOR ORTHO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;47756191000180;ABERTO;N;N;91;DIAS CORRIDOS;90;DIAS CORRIDOS;100604926.67;0.00;100592238.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;20925134.47;0.00;0.00;0.00;0.00;;20925134.47;0.00;0.00;0.00;0.00;0.00;79667104.20;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12688.00;12688.00;0.00
Classe;47.758.232/0001-77;SIMPALA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;SIMPALA FIDC;47758232000177;FECHADO;N;N;;;;;104956462.97;356.29;104933237.34;103744468.66;96060999.09;7689076.87;136412.10;276.00;0.00;8073.29;0.00;0.00;0.00;0.00;;5883.30;34991938000132;98.98;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;1131640.03;0.00;0.00;0.00;0.00;;1131640.03;0.00;57128.65;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22869.34;22869.20;0.14
Classe;47.775.400/0001-32;JOURNEY CAPITAL CRÉDITO ESTRUTURADO 120 MASTER FI EM COTAS DE FI EM DIREITOS CREDITORIOS;2025-06-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;47775400000132;ABERTO;N;N;120;DIAS CORRIDOS;119;DIAS CORRIDOS;132028122.24;0.00;132009293.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;10367669.10;0.00;0.00;0.00;0.00;;10367669.10;0.00;0.00;0.00;0.00;0.00;121641624.69;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18828.45;18828.45;0.00
Classe;47.846.781/0001-01;ZENIT FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;S;39.669.186/0001-01;HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;47846781000101;ABERTO;N;N;;;;;261613819.85;3135.86;261420942.66;215787879.51;195959086.77;0.00;0.00;48148536.56;0.00;0.00;0.00;0.00;0.00;0.00;;28319743.82;26404731000196;61.82;01002047000238;26.34;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;45633063.15;0.00;0.00;0.00;0.00;;45633063.15;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;189741.33;189741.33;0.00
Classe;47.846.883/0001-19;FMD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FMD FIDC;47846883000119;ABERTO;N;N;0;DIAS ÚTEIS;1;DIAS ÚTEIS;83899797.60;1125633.98;80175489.92;8301505.67;6052544.68;2028890.71;372359.20;297711.03;0.00;19361.94;0.00;0.00;0.00;0.00;;77640.75;99999999999999;0.00;;;;;;;;;;;;;;;;;61345850.23;48212988.86;12140809.42;3359375.54;1523276.91;0.00;561505.14;0.00;0.00;0.00;0.00;;531224.96;99999999999999;0.00;;;;;;;;;;;;;;;;;8666062.81;0.00;0.00;0.00;0.00;;8666062.81;0.00;122418.54;0.00;687050.02;0.00;1052602.65;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2598673.70;2598673.63;0.07
Classe;47.846.982/0001-09;FS TATUÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FS TATUI FIDC;47846982000109;ABERTO;N;N;0;DIAS ÚTEIS;1;DIAS ÚTEIS;10391237.39;1104303.00;9250863.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;8899328.01;6014398.96;1624873.86;465137.44;2571594.05;0.00;273625.63;0.00;0.00;0.00;0.00;;1311538.86;43238138000136;15.89;;;;;;;;;;;;;;;;;331132.82;0.00;0.00;0.00;0.00;;331132.82;0.00;20403.09;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36070.47;36070.47;0.00
Classe;47.847.076/0001-10;IGNIS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;IGNIS CAPITAL FIDC;47847076000110;ABERTO;N;N;0;DIAS ÚTEIS;1;DIAS ÚTEIS;32910137.12;7984.46;32588514.21;1754378.43;522755.77;1486996.89;416467.36;46635.28;0.00;0.00;0.00;0.00;0.00;0.00;;302009.51;99999999999999;0.00;;;;;;;;;;;;;;;;;27138604.82;17228458.73;8861217.37;2708369.02;2662500.62;0.00;609912.81;0.00;0.00;0.00;0.00;;1613571.90;99999999999999;0.00;;;;;;;;;;;;;;;;;3329664.64;0.00;0.00;0.00;0.00;;3329664.64;0.00;57128.65;0.00;308737.67;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;313638.45;313638.44;0.01
